Job Title,Salary Estimate,Rating,Company Name,Description,Location,size,type,sector,founded,industry,revenue,Hourly_salary,Employer Provided_salary,minimum_salary,maximum_salary,Average Salary,Company,State,Age,Age of company,javascript,java,cloud,python,aws,software_development
"Software Engineer, 2023 Graduate",$107K - $153K (Glassdoor est.),4.7,"Atlassian
4.7","Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Your future team
Want the freedom to be creative? How about the time and resources to make them a reality? Yes? Great. We build software for the world's most accomplished thinkers. That means we need our own team to push boundaries daily. At Atlassian, you'll be encouraged to use your imagination and try new things. You'll collaborate with some of the best minds in tech. You'll be a part of our values-driven culture, have opportunities to speak at global conferences, and participate in ShipIt—our quarterly hackathon—within your first week.
Not eligible for Visa sponsorship. Unfortunately, we do not offer U.S. work visa sponsorship to F-1 student graduates at this time.
Please note: At this time, this role is only open to entry level candidates with less than a year of professional experience (this does not include internships/co-ops)
What you'll do
On day one, you will be a valued part of our development team, trusted to make changes to code that directly improve our products, while gaining deep technical knowledge in full life-cycle product development.
You'll dream up and code new features that can be shipped straight into our products, all the while being trained by our amazing team.
Your background
Bachelor's or Masters in Computer Science / Software Engineering or a related technical field and are graduating by June 2023.
1+ years of experience with Java, Python, C, C++, or other related object-oriented programming languages
Desire to collaborate with colleagues to build technical solutions to hard problems
More About Our Team
You'll join a team that is smart and very direct. We challenge each other to improve our work, learn, and ask hard questions. We're dedicated to Agile methodology and are big believers in 'lean' (which means we don't do documentation for documentation's sake). We know the importance of validating assumptions about users and use several types of testing to figure out whether we're right (or wrong). Our bottom line is improving our user's experience—no matter what.

Our perks & benefits

To support you at work and play, our perks and benefits include ample time off, an annual education budget, paid volunteer days, and so much more.

About Atlassian

The world’s best teams work better together with Atlassian. From medicine and space travel, to disaster response and pizza deliveries, Atlassian software products help teams all over the planet. At Atlassian, we're motivated by a common goal: to unleash the potential of every team.

We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.

To learn more about our culture and hiring process, explore our Candidate Resource Hub.
Apply Now: click Apply Now
Show Less",Remote,5001 to 10000 Employees,Company - Public,Information Technology,2002.0,Software Development,Unknown / Non-Applicable,0,0,107.0,153.0,130.0,Atlassian,Remote,20.0,20.0,0,1,0,1,0,0
Software Engineer I,$85K - $117K (Glassdoor est.),3.9,"Disney Media & Entertainment Distribution
3.9","Description
Software Engineer I, Media Engineering

Media Engineering builds the software and systems that prepare media content and metadata for the Disney Streaming platform - providing the best possible playback experience to our viewers.
Media Engineering handles audio, video, and metadata content from ingest through publish - for normalization, processing, and packaging - supporting operator tools and automation for a scalable workflow. We build logic across players and back-end services to measure, control, and optimize playback across our stack.
Our combined Disney and Hulu team is looking for hardworking team players to join the Media Engineering team, who will thrive upon the legacy of Disney and Hulu, embrace unconventional thinking, and who are passionate about contributing to The Walt Disney Company’s direct-to-consumer (DTC) experience through strategic hard work and determination.
The Software Engineer I will be part of the Media Engineering team, which works on building out the scalable distributed systems for processing media that is core to our products.
Responsibilities
Design, develop, test, deploy, maintain and improve software
Manage individual project priorities, deadlines and deliverables
Qualifications
BA/BS degree in Computer Science or related software engineering field or equivalent practical experience
1-3 years of developing software products
Experience in programming with Scala or Javascript and proficient with one or more general purpose programming languages (Rust, Java, Scala, Javascript, C#, C++, etc)
Show Less",Remote,10000+ Employees,Company - Public,Media & Communication,1923.0,Film Production,$10+ billion (USD),0,0,85.0,117.0,101.0,Disney Media & Entertainment Distribution,Remote,99.0,99.0,1,1,0,0,0,0
Software Engineer,$82K - $118K (Glassdoor est.),4.4,"Strider
4.4","Job Description
Strider is revolutionizing the way companies, research institutions, and governments protect their innovation and compete in a new era of global strategic competition. Our trailblazing technology and intelligence solutions enable customers to proactively identify, manage, and mitigate nation-state directed IP theft and supply chain vulnerabilities outside the cyber domain.
As an engineer on Strider’s Platform Team, your job is to define and drive simple, efficient software and systems design, solving hard problems, and finding efficient solutions to power our industry-leading platform. You will also provide leadership and guidance to establish best practices for engineering teams.
We’re looking for someone who is passionate about technology, stays on top of the latest trends within the field, and loves to engage with the developer community. This is an amazing opportunity for a new SWE to explore the complete Tech Stack on an extraordinary product and find where they best fit in the development scheme.
What you will do:
Leveraging JavaScript (Node.js), and other modern programming frameworks, languages, and tools to build scalable, secure software.
Using SQL Server to build scalable, secure software.
Utilize React to build exceptional user experiences.
Participate in both sprint planning and daily standup meetings with the team
Participate in code reviews
Work on a wide range of interesting technical and business projects
Investigating, prototyping, and implementing new solutions to a wide array of complex system design challenges.
Work closely with a talented team of engineers, product managers to build microservices-based applications
Develop and maintain software using already established best practices for creating readable and maintainable code

What you will need to be successful:
Bachelors Degree – Computer Science or similar preferred, but not required
1+ years' of experience in software engineering
Ability to work alongside other engineers to accomplish tasks
Ability to manage time efficiently and focus on clear goals
Ability to ask questions when you need assistance
A pragmatic approach towards tackling unforeseen challenges
Infinite appetite for learning
Experience with Scrum methodologies and Agile ceremonies
Experience with HTML and CSS
Experience with JavaScript
Experience with SQL Server
Experience with GIT

Nice to haves:
Experience with a tool like JIRA
Experience with frameworks such as React and Node.JS
Experience working with Material UI
Experience with unit testing

Diversity:

Strider provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Strider complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Learn more about us by visiting https://www.strider.tech/
Company Description
Strider is revolutionizing the way companies, universities, research institutions, and government agencies protect their innovation and compete in a new era of global strategic competition. Our trailblazing technology and intelligence solutions enable clients to proactively identify, manage, and respond to nation-state directed IP theft and supply chain vulnerabilities.
If you’re ready to be part of an elite team tackling some of the most pressing security and technology challenges, let’s talk.
Benefits
Competitive Compensation
Company Equity Options
Unlimited PTO
US Holidays (Office Closed)
Paid Parental Leave
Comprehensive Medical, Dental, and Vision Insurance
401(k) Plan
Show Less",Remote,1 to 50 Employees,Company - Private,Information Technology,2022.0,Enterprise Software & Network Solutions,Unknown / Non-Applicable,0,0,82.0,118.0,100.0,Strider,Remote,0.0,0.0,1,1,0,0,1,0
Junior Software Engineer (Remote - US),Employer Provided Salary:$75K - $85K,4.0,"TixTrack
4.0","At TixTrack, we deliver world-class ticketing solutions. We combine modern technology, beautifully simple design, and the art of listening to create ticketing software that is easy to use but extremely powerful.

We are a small but growing company and anticipate robust growth in 2022-23. TixTrack HQ is in Los Angeles with a presence across the US, including NYC and international markets including the UK, Australia, and New Zealand.
Job Summary
We’re looking for a Junior Software Engineer to join our team and provide a first level of engineering support after traditional customer support channels fail to resolve a production system issue. This role helps to design and build our web-based software, participating in the development process from beginning to end. This is a ground floor opportunity to join a small team and make a big impact on the success of our company. This position reports directly to the Lead Back End Engineer.
This position is full-time and fully remote. Candidates must reside in the United States.

Essential Duties and Responsibilities
Act as the first line of support and triage items identified and escalated by Ticketing Services.
Monitor servers for incoming errors and alerting metrics.
Code solutions to software defects and to eliminate unnecessary system noise.
Contribute actively to product knowledge base and other product related documentation.
Develop flowcharts, layouts, and documentation to identify requirements and solutions.
Develop and direct software system validation and testing methods.
Write well-designed, testable code.
Produce specifications and determine operational feasibility.
Integrate software components into a fully functional software system.
Develop software verification plans and quality assurance procedures.
Document and maintain software functionality.
Troubleshoot, debug, and upgrade existing systems.
Deploy programs and evaluate user feedback.
Comply with project plans and industry standards.
Ensure software is updated with latest features.
Work closely with clients and cross-functional departments to communicate project statuses and proposals.
Analyze data to effectively coordinate the installation of new systems or the modification of existing systems.
Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities, that are required of the employee for the job. Duties, responsibilities, and activities may change at any time with or without notice.
Qualifications
Minimum Requirements
Bachelor’s degree in Computer Science, Engineering, or related field.
One or more years of software engineering or development experience.
Experience with cloud-based infrastructure, DNS, networking, storage, logging and monitoring tools preferred.
Strong understanding of software development methodologies, testing strategies, and deployment practices.
Knowledge of DevOps and site reliability tactics and tools preferred.
Hands on experience writing code using an object-oriented language.
Essential Skills
Strong oral and written communication skills.
Ability to work independently and manage multiple projects and deadlines.
Possess strong analytical and problem-solving skills.
Ability to troubleshoot and use deductive reasoning to solve difficult production issues.
Possess a strong resolve to see long-running tasks through from inception to resolution.
Strong customer service skills.
Excellent organizational and attention to details skills.
Equipment/Software/Tools
Microsoft Office
Google Suite
Slack
Company Values
TixTrack is committed to a workplace where everyone is free from bias, prejudice, discrimination, and harassment. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.
We strive to ensure a welcoming work environment where everyone belongs and is valued, encouraged, & respected. We embrace and celebrate the unique experiences, perspectives, and cultural backgrounds that each employee brings to our workplace.
We are focused on building a culture that acknowledges and values Diversity, Equity, and Inclusion.
Compensation & Perks
Base annual salary range of $75,000 - $85,000, commensurate with experience.
Annual bonus based on performance and company success
100% paid medical, dental and vision benefits for employee and dependents
Company-paid life insurance
Traditional and Roth 401k plans
Learning & development opportunities
Flexible scheduling
Generous PTO and holiday schedule
Remote work environment
Show Less",Remote,1 to 50 Employees,Company - Private,Information Technology,2009.0,Computer Hardware Development,Unknown / Non-Applicable,0,1,75.0,85.0,80.0,TixTrack,Remote,13.0,13.0,0,0,1,0,0,1
Software Engineer - New College Graduate,$122K - $183K (Glassdoor est.),3.6,"Quantcast
3.6","Quantcast is hiring Software Engineers to join our engineering teams in our San Francisco office.
As the real-time pulse of the Internet, Quantcast runs the world’s largest AI-driven insights and measurement platform directly quantifying over 100 million web destinations. We are using machine learning to drive human learning. Quantcast provides brand marketers and publishers with significant audience insights, predictive targeting and measurement solutions across the customer journey.
As a Software Engineer, you’ll seek significant answers related to Machine Learning, Distributed Storage Systems, Big Data platforms, API Development and Data Visualization.
You’ll have the opportunity to learn Software Engineering methodologies and will own projects from start to finish. You are passionate about building scalable backend systems and customer-facing applications. You will thrive in an environment where independent decision-making based on product requirements is the norm. We foster an agile environment where new ideas and software development come together to effectively pursue some of our industry's toughest problems.
Responsibilities
You will provide technical solutions to take on exciting problems in the advertising industry
You will partner with a team of engineers and work on a variety of large scale systems
You will collaborate with Product & Business Operations teams to translate business requirements and build highly robust and scalable products
You will gain exposure to existing Quantcast systems and our technologies to internal and external customers
You will be responsible for the day-to-day product operations
Requirements
BS, MS or PhD degree in computer science or related field
Excellent command of one or more programming language in Java or Python
Experience working with distributed systems, big data and large-scale systems
Deep understanding of algorithms and data structures
Extraordinary verbal and written interpersonal skills
Quantcast is an advertising technology company and the creator of an innovative intelligent audience platform that empowers brands, agencies and publishers to know and grow their audiences online. Our solutions are leveling the playing field for our customers when it comes to effectively reaching audiences online and helping them power a thriving free and open internet for everyone. Founded in 2006 and headquartered in San Francisco, Quantcast has employees in 18 offices across 10 countries.

We are committed to building an inclusive and diverse environment where everyone can be their authentic self. We work to ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Recognizing the importance of flexible work environments, Quantcast operates in a hybrid work model. This model gives employees the opportunity to work from home two days a week and work in the office for team collaboration for the remainder of the time. Our hybrid model may differ based on location or team, so please consult with your hiring manager for further information. All hybrid employees can also work remotely for two weeks each year or, if eligible, apply for our fully remote work program. We strongly encourage vaccination for all Quantcast employees as a way to stop the spread of COVID and protect yourself and others.
Show Less",Remote,501 to 1000 Employees,Company - Private,Information Technology,2006.0,Internet & Web Services,Unknown / Non-Applicable,0,0,122.0,183.0,152.5,Quantcast,Remote,16.0,16.0,0,1,0,1,0,1
Software Engineer - Multiple Openings & Levels,$93K - $140K (Glassdoor est.),3.9,"The Walt Disney Company (Corporate)
3.9","Software Engineer – Multiple Openings Across Teams At Varying Levels
Enterprise Technology is an organization within Disney that has a mission to deliver technology solutions that align to business strategies while enabling enterprise efficiency and promoting cross-company collaborative innovation. The Enterprise Technology organization drives competitive advantage by enhancing our consumer experiences, enabling business growth, and advancing operational excellence.
Our business customers encompass all domestic and international businesses and brands across The Walt Disney Company including Disney Studios, Walt Disney Parks & Resorts, ESPN, ABC, Marvel Studios, & Pixar to name a few.
We are hiring mid-level, senior, and lead level Software Engineers to join the following teams:
The Entitlement Services Team develops applications and services that orchestrate entitlements and licensing for enterprise applications under the Cloud and Data Transformation Engineering Organization. The organization plays a critical business role by connecting, automating and instrumenting technologies in order to enable secure, rapid, accurate and efficient management of data, systems and services, both in the cloud and in private data centers
The Comms and Messaging Team enables communication solutions, delivers event-driven standards, patterns and tooling. These concepts introduce opportunities for automating business workflows and enabling system, data, and product integration within the Cloud and Data Transformation Engineering Organization. The organization plays a critical business role by connecting, automating and instrumenting technologies in order to enable secure, rapid, accurate and efficient management of data, systems and services, both in the cloud and in private data centers
The Experiences and Interfaces (UI/UX) team provides Developers, Info workers, and IT Admins the tools and standards that simplify creation of and promote consistent UI experiences and increase speed to delivery across products within the Cloud and Data Transformation Engineering Organization. The organization plays a critical business role by connecting, automating, and instrumenting technologies in order to enable secure, rapid, accurate, and efficient management of data, systems, and services - both in the cloud and in private data servers
The Baselines & Tenant Lifecycle Services team plays a crucial role in orchestrating the magic behind many of The Walt Disney Company’s beloved businesses and brands. We take on complex challenges and build solutions that automate the management of data and technologies for the entire Disney family of companies. Our work ensures the success of our customers’ products and services by equipping them with tools for rapid, secure and efficient management of their data and tech-both in the cloud and in private data centers-empowering Disney to continue telling stories the world loves.
Your technical skills could include a mix of:
Technical proficiency with one or more of the following: Python, NodeJS, Java, Go
Experience with API creation and consumption in REST or GraphQL
Experience with Software Design, Architectural design, and UI preferably in a Cloud environment
An understanding of data structures and algorithms
Experience with SQL
Or a mix of:
3+ years - experience with core Cloud Services (IAM, CloudWatch, S3)
2+ years - experience with Serverless stacks (Lambda, DynamoDb, etc.)
1+ years - experience with Infrastructure as Code - Terraform, AWS CDK, Terraform CDK, CloudFormation added plus - architecture certification in cloud provider
1+ years - experience in CI/CD pipelines (GitlLab, GitHub)
Education:
Bachelor’s degree in Computer Science / Software Engineering, or equivalent degree or equivalent experience
Show Less",Remote,10000+ Employees,Company - Public,Media & Communication,1923.0,Film Production,$10+ billion (USD),0,0,93.0,140.0,116.5,The Walt Disney Company (Corporate),Remote,99.0,99.0,0,1,1,1,1,0
Software Engineer I,$72K - $104K (Glassdoor est.),4.1,"Tebra
4.1","About the Role
Looking for a Front-end developer who can contribute to the suite of healthcare engagement products such as Patient Intake Forms, Real-time messaging, etc. that directly impact patients and healthcare staff. The candidate should be passionate about development in general, can learn fast, and with a keen eye for detail and problem solving skills.
Your Area of Focus
Implement front-end applications using Vue.js framework.
Automate integration testing by using Cypress/Jest.
Follow currently agreed upon front-end development patterns and styles.
Leverage and contribute to our Storybook for UI development for ensuring a consistent look and feel across our applications.
Collaborate with back-end developers, product designers, product managers, QA, etc. for ensuring a successful release.
Demonstrate passionate interest in personal growth, seek out mentorship, and help team members when requested.
Participate in design and technical discussions with the team.
Your Professional Qualifications
Bachelor's degree in Computer Science, Computer Engineering or a related technical discipline or equivalent 2+ years of professional experience (internship included)
Proficient in web programming languages such as JavaScript, HTML and CSS.
Good understanding of a modern front-end framework (eg Vue/React)
Strong verbal and written communication skills.
Enjoys writing, testing and debugging code.
You're passionate about front-end development and can learn new technologies quickly.
About Tebra
Kareo and PatientPop have joined forces to become Tebra, the digital backbone for practice well-being. While our teams are still supporting both products, our new hires and current employees are now united as Team Tebra.
Tebra aims to unlock better healthcare by helping independent practices bring modernized care to patients everywhere. Well over 100,000 providers trust Tebra to elevate their patient experience, and help them grow their practice. At Tebra, we're building the future of well-being together. That shared vision for tomorrow begins with compassion and humanity today.
Our Values
Start with the Customer
We get to know our customers - and their patients - and look at the world through their lens.
Keep It Simple
Healthcare is too complex. We aim to simplify it for everyone.
Stay Entrepreneurial
We reject the status quo and solve problems with creativity, perseverance, and a bias to action.
Better Together
We are diverse, humble, and collaborative. We put the team first and win together.
Celebrate Success
Life is short and joy is underrated. We take time to have fun and celebrate success.
Perks & Benefits
In addition to our healthcare benefits, we also offer amazing perks! Need work from home basics? We offer a discount through Dell! We also offer a number of resources to help you keep your mind and body healthy. Check out obe Fitness or Gympass for a great workout, or LifeWorks Employee Assistance Program to find mental health resources, along with other resources for everyday occurrences.
#LI-VLR #LI-Remote #BI-Remote
Tebra is an equal opportunity employer. All applicants will be considered for employment without attention to age, race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.
California residents who apply or are recruited for a job with us: please carefully review our California-specific Privacy Notice under the California Consumer Protection Act here: https://www.tebra.com/privacy-policy/california-supplemental-notice/
Start your job application: click Easy Apply
Show Less",Remote,1001 to 5000 Employees,Company - Private,Information Technology,2021.0,Software Development,$100 to $500 million (USD),0,0,72.0,104.0,88.0,Tebra,Remote,1.0,1.0,1,1,0,0,0,0
Engineer - Fullstack,Employer Provided Salary:$85K - $150K,4.3,"Amex
4.3","At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way.
When you join Team Amex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. Here, you’ll learn and grow as we champion your meaningful career journey with programs, benefits, and flexibility to back you personally and professionally. Every colleague share in the company’s success.
Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to our customers, communities, and each other every day. And we’ll do it with integrity and in an environment where everyone is seen, heard and feels like they truly belong.
Join #TeamAmex and let’s lead the way together.
American Express is looking for an entrepreneurial and creative Full Stack Web Developer to join our energetic team of high performers in this fast-paced Fortune 100 company that delivers world-class card member experiences. You will be challenged with identifying innovative ideas and proof of concept to deliver against the existing and future needs of our customers.
Responsibilities
Serving as a core member of an agile team that leads user story analysis and elaboration, designs and develops software applications
Responsible for the applications architecture, work/coordinate with other team’s architect, engineers and vendors as necessary
Writing code and unit tests, automation, and conducting code reviews and testing
Identifying exciting opportunities for adopting new technologies to solve existing needs and predicting future challenges
Performing ongoing refactoring of code, utilizing visualization and other techniques to fast track concepts, and delivering continuous improvement
Working with product managers to prioritize features for ongoing sprints and managing a list of technical requirements based on industry trends, new technologies, known defects, and issues
Manage your own time, and work well both independently and as part of a team
Quickly generate and updating proof of concepts for testing and team feedback
Embrace emerging standards while promoting best practices
As part of our diverse tech team, you can architect, code and ship software that makes us an essential part of our customers’ digital lives. Here, you can work alongside talented engineers in an open, supportive, inclusive environment where your voice is valued, and you make your own decisions on what tech to use to solve challenging problems. American Express offers a range of opportunities to work with the latest technologies and encourages you to back the broader engineering community through open source. And because we understand the importance of keeping your skills fresh and relevant, we give you dedicated time to invest in your professional development. Find your place in technology of #TeamAmex.
Qualifications
BS or MS degree in computer science, computer engineering (preferred)
Java, Web development work experience
Demonstrated experience in Agile development, application design, software development, and testing
Expertise with Java/J2EE, and Spring
Expertise with JavaScript Frameworks such as REACT/Redux, HTML5, CSS3
Expertise with building RESTful APIs
Expertise to create and manage high volume, scalable and distributed omni-channel customer centric applications
Expertise in objected oriented analysis and design across a variety of platforms
Thorough understanding of JSON, Web Service technologies, and data structure fundamentals
Experience with adaptive and responsive development techniques
Aptitude for learning and applying programming concepts
Ability to effectively communicate with internal and external business partners
Experience with a broad range of software languages and payments technologies is a plus.
Salary Range: $85,000.00 to $150,000.00 annually + bonus + benefits
The above represents the expected salary range for this job requisition. Ultimately, in determining your pay, we'll consider your location, experience, and other job-related factors.
American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law.
We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.
US Job Seekers/Employees - Click here to view the “EEO is the Law” poster and supplement and the Pay Transparency Policy Statement.
If the links do not work, please copy and paste the following URLs in a new browser window: https://www.dol.gov/agencies/ofccp/posters to access the three posters.
Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for these positions.
Apply Now: click Apply Now
Show Less",Remote,10000+ Employees,Company - Public,Financial Services,1850.0,Financial Transaction Processing,$10+ billion (USD),0,1,85.0,150.0,117.5,Amex,Remote,172.0,172.0,1,1,0,0,0,1
Software Engineer - Remote,Employer Provided Salary:$88K - $126K,3.9,"Liberty Mutual Insurance
3.9","If you're a curious learner who has a penchant for getting things done, thrives on solving challenging technical problems, and enjoy working on high visibility business solutions, we want you to join our tech team!
GRM US – Innovation enablement is actively seeking a Software Engineer to join a talented agile team working to support, enhance and build products in the GRM US Telematics space.
Responsibilities:
Collaborative partner: Working side-by-side with business colleagues and interacting with customers, you'll address their technical challenges and ensure quality through collaborative, test- and behavior-driven development
Problem solver: Complex problems often require innovative, creative approaches—and you'll work to come up with outside-the-box solutions to solve them.
Customer-centric developer: You understand who we're here to serve and the products you develop will keep the end-user front and center.
Forward thinker: Simply fixing the problem isn't enough; using your proactive mindset and initiative, you'll continually look for ways to improve performance, quality and efficiency.
Passion for testing/quality. You care about quality and you know what it means to ship high-quality code with minimal manual testing.
Mentorship: You thrive on helping others grow and improve.
1-2+ years of software engineering experience.
Experience working in an agile environment utilizing Scrum, Kanban or XP.
Demonstrated success in platform modernization initiatives, utilizing technologies such as REST; micro services; cloud platforms such as AWS, Azure or Google Cloud; and Java, NodeJS and Spring Boot.
An ability to code in multiple languages, including an object-oriented language, preferably Java/J2EE.
Strong oral and written communication skills—and a knack for explaining your decision-making process to non-engineers.
A collaborative, adaptable working style, demonstrated initiative and the ability to prioritize your time and efforts.
A thorough grasp of technology concepts, business operations, design and development tools, system architecture and technical standards.
Familiarity with CI/CD and DevOps tools.
A Bachelor's degree in a technical or business discipline, or equivalent experience.
At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.

Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran's status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.

15
Start your job application: click Apply Now
Show Less",Remote,10000+ Employees,Company - Private,Insurance,1912.0,Insurance Carriers,$10+ billion (USD),0,1,88.0,126.0,107.0,Liberty Mutual Insurance,Remote,110.0,110.0,0,1,1,0,1,0
"Software Engineer, Safety (Backend)",Employer Provided Salary:$165K,4.1,"Discord
4.1","As a Safety Engineer, your focus is on making our Discord's users safer by creating systems, infrastructure, product features, and tooling to limit bad actors across the platform. Keeping users safe is an essential contributor to growth at Discord which is why the output of the team is so important. Reports to an Engineering Manager of Safety. What you'll be doing Extend our in-house, real-time, at-scale, abuse detection platform written in Python and Rust Expand and deploy internal APIs to combat abusive content Build in-house tooling to supercharge our T&amp;S workflows Maintain and scale out our infrastructure on Kubernetes Move quickly to respond to the moving target of abuse on Discord What you should have 2+ years experience building scalable backend or real-time data systems Experience working on, and deploying, large-scale systems in Python, Rust, Go, or other similar language You excel in undefined environments, get excited about creating solutions to complex problems, and building on them. You can work with others to create pragmatic solutions — and then evolve and generalize them. Familiarity with using metrics to make decisions Experience debugging a live production system Bonus Points Experience with real-time streaming data systems like Kafka or Pub-sub Experience with services on Kubernetes Experience with data warehouses like Druid, BigQuery, and Redshift Prior experience working in the Safety domain You have a strong moral compass that navigates and motivates you New York City residents only: Minimum salary of $165,000/year + equity and benefits*Note: Disclosure as required by NYC Pay Transparency LawColorado residents only: Minimum salary of $148,500/year + equity and benefits*Note: Disclosure as required by sb19-085(8-5-20). #buildbelonging #LI-WK1Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!
Show Less",Remote,501 to 1000 Employees,Company - Private,Information Technology,2015.0,Internet & Web Services,$25 to $100 million (USD),0,1,165.0,165.0,165.0,Discord,Remote,7.0,7.0,0,0,0,1,0,0
